SourceID	Order	SourceDeck	SourceCard	English	EnglishMeaning	EnglishExample	CueSource	TurkishCue	Status
4000 Essential English Words::6.Book::::autobiography	3283	4000 Essential English Words::6.Book		autobiography	An autobiography is a true story of a person’s life written by that person.	I read an autobiography about my favorite entertainer.	autobiography	otobiyografi	draft_google_word
4000 Essential English Words::6.Book::::convention	3284	4000 Essential English Words::6.Book		convention	A convention is behavior that is considered to be common or polite.	In the US, a popular convention is to shake hands when you meet someone.	convention	kongre	draft_google_word
4000 Essential English Words::6.Book::::gracious	3285	4000 Essential English Words::6.Book		gracious	If someone is gracious, then they are kind and helpful to those who need it.	The operator was gracious enough to help me find the number.	to be gracious	zarif	draft_google_word
4000 Essential English Words::6.Book::::improve	3286	4000 Essential English Words::6.Book		improve	To improve something means to make it better.	He studied hard to improve his test scores from the previous year.	to improve	geliştirmek	draft_google_word
4000 Essential English Words::6.Book::::insulate	3287	4000 Essential English Words::6.Book		insulate	To insulate something means to protect it from heat, cold, or noise.	People can conserve energy by insulating their houses.	to insulate	yalıtmak	draft_google_word
4000 Essential English Words::6.Book::::intrigue	3288	4000 Essential English Words::6.Book		intrigue	To intrigue means to cause an interest in something or someone.	Her mysterious past intrigued her new friend.	to intrigue	merak uyandırmak	draft_google_word
4000 Essential English Words::6.Book::::longevity	3289	4000 Essential English Words::6.Book		longevity	Longevity is the ability to live for a long time.	Sea turtles have an amazing longevity.	longevity	uzun ömürlülük	draft_google_word
4000 Essential English Words::6.Book::::misplace	3290	4000 Essential English Words::6.Book		misplace	To misplace something means to lose it.	I misplaced my wallet, and I didn’t find it until a week later.	to misplace	yanlış yere koymak	draft_google_word
4000 Essential English Words::6.Book::::naughty	3291	4000 Essential English Words::6.Book		naughty	When children are naughty, they behave badly or do not do what they are told.	The boy had to go to his room because he was being naughty.	to be naughty	yaramaz	draft_google_word
4000 Essential English Words::6.Book::::norm	3292	4000 Essential English Words::6.Book		norm	A norm is a way of behaving that is considered normal in a particular society.	Wearing a heavy coat all summer is not considered a norm.	norm	norm	draft_google_word
4000 Essential English Words::6.Book::::orangutan	3293	4000 Essential English Words::6.Book		orangutan	An orangutan is a large ape with red and brown hair and long arms.	Orangutans use their long arms to swing from trees.	orangutan	orangutan	draft_google_word
4000 Essential English Words::6.Book::::overload	3294	4000 Essential English Words::6.Book		overload	To overload something means to put more things into it than it is meant to hold.	If you overload the truck, it might crash.	to overload	aşırı yüklenmek	draft_google_word
4000 Essential English Words::6.Book::::philanthropy	3295	4000 Essential English Words::6.Book		philanthropy	Philanthropy is the act of helping others without wanting anything in return.	The wealthy business owner is well known for his acts of philanthropy.	philanthropy	hayırseverlik	draft_google_word
4000 Essential English Words::6.Book::::probe	3296	4000 Essential English Words::6.Book		probe	To probe into something means to ask questions to discover facts about it.	The bank probed into his financial history to see if he qualified for a loan.	to probe	araştırmak	draft_google_word
4000 Essential English Words::6.Book::::recipient	3297	4000 Essential English Words::6.Book		recipient	A recipient of something is the person who receives it.	I was the recipient of four phone calls today.	recipient	alıcı	draft_google_word
4000 Essential English Words::6.Book::::reptile	3298	4000 Essential English Words::6.Book		reptile	A reptile is a cold-blooded animal that lays eggs and has skin covered with scales.	Lizards are my favorite type of reptile.	reptile	sürüngen	draft_google_word
4000 Essential English Words::6.Book::::thrive	3299	4000 Essential English Words::6.Book		thrive	To thrive means to do well and be successful, healthy, or strong.	He may be an old man, but he continues to thrive.	to thrive	gelişmek	draft_google_word
4000 Essential English Words::6.Book::::ultimate	3300	4000 Essential English Words::6.Book		ultimate	When something is ultimate, it is the final result or aim of a long series of events.	By trying hard in school, I will reach my ultimate goal of becoming a doctor.	to be ultimate	nihai	draft_google_word
4000 Essential English Words::6.Book::::antique	3301	4000 Essential English Words::6.Book		antique	If something is antique, it is very old and rare, and therefore valuable.	My grandmother’s antique rocking chair is worth a lot of money.	to be antique	antika	draft_google_word
4000 Essential English Words::6.Book::::applicant	3302	4000 Essential English Words::6.Book		applicant	An applicant is someone who writes a request to be considered for a job or prize.	Lots of applicants came into the store when the job position became available.	applicant	başvuru sahibi	draft_google_word
4000 Essential English Words::6.Book::::artifact	3303	4000 Essential English Words::6.Book		artifact	An artifact is an old object made by humans that is historically interesting.	We studied artifacts from an ancient Chinese settlement.	artifact	eser	draft_google_word
4000 Essential English Words::6.Book::::authentic	3304	4000 Essential English Words::6.Book		authentic	When something is authentic, it is not false or a copy of the original.	We ate authentic Italian food on our vacation to Rome.	to be authentic	özgün	draft_google_word
4000 Essential English Words::6.Book::::chronology	3305	4000 Essential English Words::6.Book		chronology	The chronology of a series of past events is when they happened.	We learned the chronology of World War II in history class.	chronology	kronoloji	draft_google_word
4000 Essential English Words::6.Book::::diplomat	3306	4000 Essential English Words::6.Book		diplomat	A diplomat is a representative of a country who works with another country.	The Spanish diplomat discussed trade issues with officials in Peru.	diplomat	diplomat	draft_google_word
4000 Essential English Words::6.Book::::epic	3307	4000 Essential English Words::6.Book		epic	An epic is a long book, poem, or movie about a period of time or a great event.	The poet wrote an epic about the great discoveries of the past thousand years.	epic	destansı	draft_google_word
4000 Essential English Words::6.Book::::excerpt	3308	4000 Essential English Words::6.Book		excerpt	An excerpt is a short piece of writing or music taken from a larger piece.	I didn’t listen to the entire symphony online, but I did play an excerpt.	excerpt	alıntı	draft_google_word
4000 Essential English Words::6.Book::::fossil	3309	4000 Essential English Words::6.Book		fossil	A fossil is the hard remains of a prehistoric animal or plant.	The expert arranged the fossils to build the skeleton of the dinosaur.	fossil	fosil	draft_google_word
4000 Essential English Words::6.Book::::humiliate	3310	4000 Essential English Words::6.Book		humiliate	To humiliate someone means to make them feel ashamed and embarrassed.	I was humiliated when I tripped and fell down in front of the whole school.	to humiliate	aşağılamak	draft_google_word
4000 Essential English Words::6.Book::::lyric	3311	4000 Essential English Words::6.Book		lyric	When a poem is considered lyric, it expresses a lot of emotion.	I enjoy reading and creating my own lyric poetry.	to be lyric	lirik	draft_google_word
4000 Essential English Words::6.Book::::majesty	3312	4000 Essential English Words::6.Book		majesty	Majesty is supreme greatness or authority.	The majesty of the old castle amazed the tourists who came to see it.	majesty	majesteleri	draft_google_word
4000 Essential English Words::6.Book::::monarch	3313	4000 Essential English Words::6.Book		monarch	The monarch of a country is someone who rules a country through hereditary right.	The monarch lived in a beautiful palace with a grand gate.	monarch	hükümdar	draft_google_word
4000 Essential English Words::6.Book::::precede	3314	4000 Essential English Words::6.Book		precede	To precede something means to come before it.	The hurricane was preceded by a moment of still wind and clear sky.	to precede	önce gelmek	draft_google_word
4000 Essential English Words::6.Book::::punctual	3315	4000 Essential English Words::6.Book		punctual	When someone is punctual, they do something or arrive at the right time.	My mother hates being late. She is the most punctual person I know.	to be punctual	dakik	draft_google_word
4000 Essential English Words::6.Book::::recruit	3316	4000 Essential English Words::6.Book		recruit	To recruit people means to select them to join or work for an organization.	We successfully recruited someone to be the new manager.	to recruit	işe almak	draft_google_word
4000 Essential English Words::6.Book::::refund	3317	4000 Essential English Words::6.Book		refund	A refund is money given back to a person when an item is returned to a store.	I asked for a refund because the shoes I bought were too tight.	refund	para iadesi	draft_google_word
4000 Essential English Words::6.Book::::register	3318	4000 Essential English Words::6.Book		register	A register is an official list or record of people or things.	At a wedding, there is register for all of the guests to sign.	register	kayıt ol	draft_google_word
4000 Essential English Words::6.Book::::renown	3319	4000 Essential English Words::6.Book		renown	Renown is the quality of being well known due to having done good things.	Michael is a singer of great renown in New Zealand.	renown	şöhret	draft_google_word
4000 Essential English Words::6.Book::::tusk	3320	4000 Essential English Words::6.Book		tusk	A tusk is a long, curved, pointed tooth of an elephant, boar, or walrus.	Sadly, some people hunt elephants and remove their tusks to sell them.	tusk	diş	draft_google_word
4000 Essential English Words::6.Book::::coexist	3321	4000 Essential English Words::6.Book		coexist	To coexist with something means to exist with it in the same time and place.	Our pets coexist in our home with few or no problems.	to coexist	bir arada yaşamak	draft_google_word
4000 Essential English Words::6.Book::::conceive	3322	4000 Essential English Words::6.Book		conceive	To conceive something means to be able to imagine or believe it.	The child could not conceive the actual size of the Earth.	to conceive	hamile kalmak	draft_google_word
4000 Essential English Words::6.Book::::dubious	3323	4000 Essential English Words::6.Book		dubious	When something or someone is dubious, they are not considered honest.	The police thought that the man’s description of the crime was dubious.	to be dubious	şüpheli	draft_google_word
4000 Essential English Words::6.Book::::ego	3324	4000 Essential English Words::6.Book		ego	An ego is a person’s sense of their own worth.	Kelly’s ego made her think that she was some kind of a superhero.	ego	ego	draft_google_word
4000 Essential English Words::6.Book::::elastic	3325	4000 Essential English Words::6.Book		elastic	Elastic is a rubber that stretches when it is pulled.	He attached the elastic bungee to his legs before he jumped of the platform.	elastic	elastik	draft_google_word
4000 Essential English Words::6.Book::::endeavor	3326	4000 Essential English Words::6.Book		endeavor	An endeavor is an attempt to do something, especially something new, or original.	The company’s new advertising endeavor ended in a horrible failure.	endeavor	çaba	draft_google_word
4000 Essential English Words::6.Book::::engrave	3327	4000 Essential English Words::6.Book		engrave	To engrave means to cut a design, or words, into the surface of something.	The couple engraved their names onto the old pine tree.	to engrave	kazımak	draft_google_word
4000 Essential English Words::6.Book::::excavate	3328	4000 Essential English Words::6.Book		excavate	To excavate means to dig on land and remove dirt to look for something.	The team wishes to excavate the site in hope of finding fossils.	to excavate	kazmak	draft_google_word
4000 Essential English Words::6.Book::::jagged	3329	4000 Essential English Words::6.Book		jagged	When something is jagged, it has a tough, uneven shape or edge.	The swimmer was hurt when he fell on the jagged rocks.	to be jagged	pürüzlü	draft_google_word
4000 Essential English Words::6.Book::::locale	3330	4000 Essential English Words::6.Book		locale	A locale is a small area or place where something specific happens.	The spa was the perfect locale for my mother to relax and enjoy her vacation.	locale	yerel ayar	draft_google_word
4000 Essential English Words::6.Book::::magnitude	3331	4000 Essential English Words::6.Book		magnitude	Magnitude refers to large size.	This was a discovery of great magnitude.	magnitude	büyüklük	draft_google_word
4000 Essential English Words::6.Book::::mold	3332	4000 Essential English Words::6.Book		mold	A mold is a hollow container that is used to make certain shapes.	Using a cupcake mold will ensure that they come out just right.	mold	kalıp	draft_google_word
4000 Essential English Words::6.Book::::outright	3333	4000 Essential English Words::6.Book		outright	When something is outright, it is open and direct.	Everyone knew that the boy’s story was an outright lie.	to be outright	açık sözlü	draft_google_word
4000 Essential English Words::6.Book::::periphery	3334	4000 Essential English Words::6.Book		periphery	The periphery of an area, place, or thing is the edge of it.	A beautiful floral pattern is on the periphery of the stationery.	periphery	çevre	draft_google_word
4000 Essential English Words::6.Book::::plaster	3335	4000 Essential English Words::6.Book		plaster	Plaster is a smooth paste that gets hard when it dries.	He used plaster to fill in the cracks in the old walls.	plaster	alçı	draft_google_word
4000 Essential English Words::6.Book::::shovel	3336	4000 Essential English Words::6.Book		shovel	A shovel is a tool with a long handle that is used for digging.	The boy grabbed his shovel and got all of the snow off of the sidewalk.	shovel	kürek	draft_google_word
4000 Essential English Words::6.Book::::skeletal	3337	4000 Essential English Words::6.Book		skeletal	When something is skeletal, it relates to bones in the body.	We studied the skeletal system in anatomy class.	to be skeletal	iskelet	draft_google_word
4000 Essential English Words::6.Book::::stumble	3338	4000 Essential English Words::6.Book		stumble	When you stumble, you move in an awkward, unplanned way.	She stumbles a lot when she is drunk.	to be stumble	tökezlemek	draft_google_word
4000 Essential English Words::6.Book::::thigh	3339	4000 Essential English Words::6.Book		thigh	Your thigh is the upper half of your leg.	He suffered from a serious thigh injury.	thigh	uyluk	draft_google_word
4000 Essential English Words::6.Book::::vicious	3340	4000 Essential English Words::6.Book		vicious	When something or someone is vicious, they are violent and cruel.	The vicious dog tried to bite the small child.	to be vicious	gaddar	draft_google_word
4000 Essential English Words::6.Book::::attic	3341	4000 Essential English Words::6.Book		attic	An attic is a room just below a house’s roof.	There were two windows in their attic.	attic	çatı katı	draft_google_word
4000 Essential English Words::6.Book::::chunk	3342	4000 Essential English Words::6.Book		chunk	A chunk is a thick, solid piece of something.	When they broke open the rock, they saw it was filled with chunks of gold.	chunk	yığın	draft_google_word
4000 Essential English Words::6.Book::::civic	3343	4000 Essential English Words::6.Book		civic	If something is civic, then it is related to a town or city, in particular to its government.	Most of the important civic buildings are located downtown.	to be civic	yurttaş	draft_google_word
4000 Essential English Words::6.Book::::descent	3344	4000 Essential English Words::6.Book		descent	A descent is a movement downwards.	During the space shuttle’s descent, the Earth appeared larger and larger.	descent	iniş	draft_google_word
4000 Essential English Words::6.Book::::din	3345	4000 Essential English Words::6.Book		din	A din is loud, unpleasant, and extended noise.	The din of the rusty machinery made the factory a horrible place to work.	din	gürültü	draft_google_word
4000 Essential English Words::6.Book::::dissatisfy	3346	4000 Essential English Words::6.Book		dissatisfy	To dissatisfy someone means to fail to please them.	He was dissatisfied with his meal.	to dissatisfy	memnun olmamak	draft_google_word
4000 Essential English Words::6.Book::::fuss	3347	4000 Essential English Words::6.Book		fuss	A fuss is excited or annoyed behavior that is not useful in any way.	The child made an awful fuss because she didn’t want to go to bed.	fuss	yaygara	draft_google_word
4000 Essential English Words::6.Book::::glamorous	3348	4000 Essential English Words::6.Book		glamorous	A glamorous occasion is one full of beauty and excitement.	There is nothing glamorous about where we live. It is very ordinary.	glamorous	göz alıcı	draft_google_word
4000 Essential English Words::6.Book::::gourmet	3349	4000 Essential English Words::6.Book		gourmet	If food is gourmet, then it is nicer and more expensive than regular food.	In order to get a gourmet meal, you have to eat at an expensive restaurant.	to be gourmet	gurme	draft_google_word
4000 Essential English Words::6.Book::::hence	3350	4000 Essential English Words::6.Book		hence	The word hence shows that something is a result of something else.	Mary forgot the key. Hence, we couldn’t open the door.	hence	dolayısıyla	draft_google_word
4000 Essential English Words::6.Book::::intrinsic	3351	4000 Essential English Words::6.Book		intrinsic	If something is intrinsic, then it is related to the basic nature of that thing.	Paper money has no intrinsic value. It is useful simply because society says it is.	to be intrinsic	içsel	draft_google_word
4000 Essential English Words::6.Book::::kettle	3352	4000 Essential English Words::6.Book		kettle	A kettle is a large metal pot used for boiling liquids or cooking food.	The soup was being cooked in a large kettle.	kettle	su ısıtıcısı	draft_google_word
4000 Essential English Words::6.Book::::ministry	3353	4000 Essential English Words::6.Book		ministry	A ministry is a government department.	The Ministry of Trade is responsible for taxing imports and exports.	ministry	bakanlık	draft_google_word
4000 Essential English Words::6.Book::::ordeal	3354	4000 Essential English Words::6.Book		ordeal	An ordeal is a bad experience.	Driving in the snowstorm was an ordeal she’d never forget.	ordeal	çile	draft_google_word
4000 Essential English Words::6.Book::::outspoken	3355	4000 Essential English Words::6.Book		outspoken	If someone is outspoken, then they are not afraid to say what they think.	She was an outspoken critic about the new banking laws.	to be outspoken	açık sözlü	draft_google_word
4000 Essential English Words::6.Book::::overwork	3356	4000 Essential English Words::6.Book		overwork	To overwork someone means to make them tired with too much work.	After working for three weeks with only one day of rest, Judy was overworked.	to overwork	fazla çalışmak	draft_google_word
4000 Essential English Words::6.Book::::particular	3357	4000 Essential English Words::6.Book		particular	If something is particular, then it is a single, important part of a group of things.	The dress shop didn’t have the particular dress she was looking for.	to be particular	belirli / spesifik	draft_google_word
4000 Essential English Words::6.Book::::snore	3358	4000 Essential English Words::6.Book		snore	To snore means to make a loud noise each time a sleeping person breathes.	It was impossible to get to sleep because my husband snored.	to snore	horlamak	draft_google_word
4000 Essential English Words::6.Book::::soundly	3359	4000 Essential English Words::6.Book		soundly	If something is done soundly, then it is done in the best or most complete way.	The nearest opponent was ten meters behind. She won the race soundly.	to be soundly	sağlam	draft_google_word
4000 Essential English Words::6.Book::::superintendent	3360	4000 Essential English Words::6.Book		superintendent	A superintendent is a person who runs a certain department or building.	The superintendent decided to close the schools because of the weather.	superintendent	müfettiş	draft_google_word
4000 Essential English Words::6.Book::::congested	3361	4000 Essential English Words::6.Book		congested	If something is congested, it is full or blocked.	Tom didn’t get home until after dark because the road was so congested.	to be congested	sıkışık	draft_google_word
4000 Essential English Words::6.Book::::courier	3362	4000 Essential English Words::6.Book		courier	A courier is someone who takes and delivers mail or packages.	Before trains, most couriers used horses to travel.	courier	kurye	draft_google_word
4000 Essential English Words::6.Book::::deform	3363	4000 Essential English Words::6.Book		deform	To deform something means to change it from its correct or original shape.	The computer program deformed the building’s picture into an unreal sight.	to deform	deforme etmek	draft_google_word
4000 Essential English Words::6.Book::::etiquette	3364	4000 Essential English Words::6.Book		etiquette	Etiquette is the group of rules about how to be polite.	When in Asian countries, bowing is a form of etiquette.	etiquette	görgü kuralları	draft_google_word
4000 Essential English Words::6.Book::::exclusive	3365	4000 Essential English Words::6.Book		exclusive	If something is exclusive, it is expensive and only for rich people.	The golf course was so exclusive that most people hadn’t even heard of it.	to be exclusive	ayrıcalıklı	draft_google_word
4000 Essential English Words::6.Book::::freight	3366	4000 Essential English Words::6.Book		freight	Freight is a set of items carried on a train, boat, or airplane.	Trade ships only carried valuable freight like silk and spices.	freight	navlun	draft_google_word
4000 Essential English Words::6.Book::::garment	3367	4000 Essential English Words::6.Book		garment	A garment is a piece of clothing.	The businessman had all of his garments cleaned before the important meeting.	garment	giysi	draft_google_word
4000 Essential English Words::6.Book::::insomnia	3368	4000 Essential English Words::6.Book		insomnia	Insomnia is a condition in which a person has difficulty sleeping.	Nate’s insomnia prevented him from getting enough rest.	insomnia	uykusuzluk	draft_google_word
4000 Essential English Words::6.Book::::intuitive	3369	4000 Essential English Words::6.Book		intuitive	Intuitive is knowing about something without having support or proof.	Rhonda had an intuitive feeling that Shane wasn’t coming to school today.	intuitive	sezgisel	draft_google_word
4000 Essential English Words::6.Book::::liable	3370	4000 Essential English Words::6.Book		liable	If something is liable to happen, it is very likely that it will happen.	During the summer months, hikers in the forest are liable to see deer and elk.	to be liable	sorumlu	draft_google_word
4000 Essential English Words::6.Book::::obsess	3371	4000 Essential English Words::6.Book		obsess	To obsess about something means to think about it all of the time.	After watching the Star Wars movies, Ike obsessed about becoming a Jedi.	to obsess	takıntı haline getirmek	draft_google_word
4000 Essential English Words::6.Book::::overboard	3372	4000 Essential English Words::6.Book		overboard	When something is overboard, it is over the side of a boat and in the water.	Tom and Gary slipped on the wet floor and fell overboard.	to be overboard	denize düşmek	draft_google_word
4000 Essential English Words::6.Book::::premium	3373	4000 Essential English Words::6.Book		premium	A premium is a payment that is higher than average.	Tony paid a premium for the gas because it made his car run better.	premium	prim	draft_google_word
4000 Essential English Words::6.Book::::privilege	3374	4000 Essential English Words::6.Book		privilege	A privilege is a special right given only to a certain person or group of people.	Only the best employee had the privilege of parking in that spot.	privilege	ayrıcalık	draft_google_word
4000 Essential English Words::6.Book::::propel	3375	4000 Essential English Words::6.Book		propel	To propel something means to push or move it somewhere.	The strong wind propelled the leaf through the air and across the street.	to propel	itmek	draft_google_word
4000 Essential English Words::6.Book::::socialize	3376	4000 Essential English Words::6.Book		socialize	To socialize is to have a good time with people.	I like to socialize with my classmates after school.	to socialize	sosyalleşmek	draft_google_word
4000 Essential English Words::6.Book::::suppress	3377	4000 Essential English Words::6.Book		suppress	To suppress something means to prevent it from happening.	She suppressed her urge to scream because she didn’t want to be noticed.	to suppress	bastırmak	draft_google_word
4000 Essential English Words::6.Book::::tram	3378	4000 Essential English Words::6.Book		tram	A tram is a vehicle like a streetcar that runs on electricity above ground.	I took the tram to Eighth Avenue.	tram	tramvay	draft_google_word
4000 Essential English Words::6.Book::::unsettle	3379	4000 Essential English Words::6.Book		unsettle	To unsettle someone means to make them anxious or worried.	The dark clouds in the sky unsettled Beth.	to unsettle	huzursuz etmek	draft_google_word
4000 Essential English Words::6.Book::::warp	3380	4000 Essential English Words::6.Book		warp	To warp means to become bent into the wrong shape.	The woman put the clock above the fireplace, and the heat warped it.	to warp	çarpıtmak	draft_google_word
4000 Essential English Words::6.Book::::accumulate	3381	4000 Essential English Words::6.Book		accumulate	To accumulate something is to collect a lot of it over time.	The mail accumulated in their mailbox while they were on vacation.	to accumulate	biriktirmek	draft_google_word
4000 Essential English Words::6.Book::::aerial	3382	4000 Essential English Words::6.Book		aerial	When something is aerial, it relates to being in the air or flying.	The aerial photographer took pictures from the air balloon.	to be aerial	havai	draft_google_word
4000 Essential English Words::6.Book::::apparatus	3383	4000 Essential English Words::6.Book		apparatus	An apparatus is a device used for a particular purpose.	The campers had an apparatus that showed them their exact location.	apparatus	aparat	draft_google_word
4000 Essential English Words::6.Book::::avalanche	3384	4000 Essential English Words::6.Book		avalanche	An avalanche is a large amount of snow, ice, and rock falling off a mountain.	The avalanche destroyed the mountain village.	avalanche	çığ	draft_google_word
4000 Essential English Words::6.Book::::consistency	3385	4000 Essential English Words::6.Book		consistency	Consistency is the state of always behaving in the same way.	Her consistency in archery meant that our team had a chance to win.	consistency	tutarlılık	draft_google_word
4000 Essential English Words::6.Book::::discharge	3386	4000 Essential English Words::6.Book		discharge	To discharge someone is to allow them to leave from a place, usually a hospital.	I was discharged from the hospital after three days.	to discharge	boşaltmak	draft_google_word
4000 Essential English Words::6.Book::::episode	3387	4000 Essential English Words::6.Book		episode	An episode is something that happens as part of a series of events.	We watched the final exciting episode of the TV series.	episode	bölüm	draft_google_word
4000 Essential English Words::6.Book::::intact	3388	4000 Essential English Words::6.Book		intact	When something is intact, it is complete and not damaged.	Despite being over 30 years old, my father’s model ship is still intact.	to be intact	sağlam	draft_google_word
4000 Essential English Words::6.Book::::mortal	3389	4000 Essential English Words::6.Book		mortal	When a person is mortal, they cannot live forever.	All people are mortal.	to be mortal	ölümlü	draft_google_word
4000 Essential English Words::6.Book::::omen	3390	4000 Essential English Words::6.Book		omen	An omen is a sign of what will happen in the future.	He thought that seeing a black cat in the street was an omen of bad luck.	omen	alamet	draft_google_word
4000 Essential English Words::6.Book::::overcast	3391	4000 Essential English Words::6.Book		overcast	When the sky is overcast, it is full of clouds and is not sunny.	The sky was overcast in the morning, but by noon it was bright again.	to be overcast	kapalı	draft_google_word
4000 Essential English Words::6.Book::::poignant	3392	4000 Essential English Words::6.Book		poignant	When something is poignant, it causes a very strong feeling of sadness.	The girls cried at the end of the poignant movie.	to be poignant	dokunaklı	draft_google_word
4000 Essential English Words::6.Book::::ranger	3393	4000 Essential English Words::6.Book		ranger	A ranger is a person who protects forests or parks.	Peter wanted to be a ranger because he liked spending time outside.	ranger	korucu	draft_google_word
4000 Essential English Words::6.Book::::rubble	3394	4000 Essential English Words::6.Book		rubble	Rubble is piles of broken stone and wood created after a building is destroyed.	There was rubble all over the city after the earthquake.	rubble	moloz	draft_google_word
4000 Essential English Words::6.Book::::seclude	3395	4000 Essential English Words::6.Book		seclude	To seclude someone means to keep them away from other people.	She was secluded on an island for over a year.	to seclude	tenha etmek	draft_google_word
4000 Essential English Words::6.Book::::sideways	3396	4000 Essential English Words::6.Book		sideways	If something moves sideways, then it moves to or from the side.	Jim turned sideways in order to slow down and stop his snowboard.	to be sideways	yan	draft_google_word
4000 Essential English Words::6.Book::::sob	3397	4000 Essential English Words::6.Book		sob	To sob is to cry loudly.	I sobbed when my youngest daughter got married.	to sob	ağlamak	draft_google_word
4000 Essential English Words::6.Book::::sober	3398	4000 Essential English Words::6.Book		sober	When something or someone is sober, they are serious and calm.	After the funeral, everybody felt very sober.	to be sober	ayık	draft_google_word
4000 Essential English Words::6.Book::::speck	3399	4000 Essential English Words::6.Book		speck	A speck is a very small mark or amount.	A speck of blood appeared where the mosquito had bit him.	speck	benek	draft_google_word
4000 Essential English Words::6.Book::::upbringing	3400	4000 Essential English Words::6.Book		upbringing	An upbringing is the way that someone is taught to behave by their parents.	He had a strict upbringing and was never allowed to watch television.	upbringing	yetiştirme	draft_google_word
4000 Essential English Words::6.Book::::bliss	3401	4000 Essential English Words::6.Book		bliss	Bliss is a state of complete happiness.	Every time he sees his girlfriend, he feels a sense of bliss.	bliss	mutluluk	draft_google_word
4000 Essential English Words::6.Book::::butler	3402	4000 Essential English Words::6.Book		butler	A butler is the most important male servant in a wealthy house.	Whenever he needed something, he rang a bell, and the butler appeared.	butler	kahya	draft_google_word
4000 Essential English Words::6.Book::::cramp	3403	4000 Essential English Words::6.Book		cramp	A cramp is a strong pain caused by a muscle after a lot of physical use.	After the marathon, Jenny got a terrible cramp in her calf muscle.	cramp	kramp	draft_google_word
4000 Essential English Words::6.Book::::decorate	3404	4000 Essential English Words::6.Book		decorate	When you decorate a room, you make it more attractive by adding beautiful things to it.	Have you decorated the room for Christmas yet?	to be decorate	dekore edilmek	draft_google_word
4000 Essential English Words::6.Book::::dilapidated	3405	4000 Essential English Words::6.Book		dilapidated	When a building is dilapidated, it is old and in bad condition.	Paint peeled off of the old dilapidated apartment building.	to be dilapidated	harap	draft_google_word
4000 Essential English Words::6.Book::::evoke	3406	4000 Essential English Words::6.Book		evoke	To evoke a memory or emotion means to make it occur.	The picture evoked memories of when she was a young girl.	to evoke	uyandırmak	draft_google_word
4000 Essential English Words::6.Book::::farewell	3407	4000 Essential English Words::6.Book		farewell	A farewell is an instance of saying goodbye or a way to say it.	She got on the plane after we said our farewells.	farewell	veda	draft_google_word
4000 Essential English Words::6.Book::::faucet	3408	4000 Essential English Words::6.Book		faucet	A faucet is a device that controls the flow of a liquid or gas.	Turn off the faucet when you are done brushing your teeth.	faucet	musluk	draft_google_word
4000 Essential English Words::6.Book::::filth	3409	4000 Essential English Words::6.Book		filth	Filth is dirt or dirty things that disgust you.	There was tons of filth and trash on the shore of the river.	filth	pislik	draft_google_word
4000 Essential English Words::6.Book::::flaw	3410	4000 Essential English Words::6.Book		flaw	A flaw is a mistake in something that causes it to be less effective or correct.	We discovered a major flaw in the metal chain.	flaw	kusur	draft_google_word
4000 Essential English Words::6.Book::::grin	3411	4000 Essential English Words::6.Book		grin	To grin means to smile broadly.	That joke makes me grin every time I hear it.	to grin	sırıtmak	draft_google_word
4000 Essential English Words::6.Book::::housekeeping	3412	4000 Essential English Words::6.Book		housekeeping	Housekeeping is the maintenance of a house or an establishment like a hotel.	Housekeeping is not much fun, but it has to be done.	housekeeping	temizlik	draft_google_word
4000 Essential English Words::6.Book::::mound	3413	4000 Essential English Words::6.Book		mound	A mound of something is a large pile of it.	There was a mound of clothes on the teenager’s messy floor.	mound	tümsek	draft_google_word
4000 Essential English Words::6.Book::::numb	3414	4000 Essential English Words::6.Book		numb	When a body part is numb, it does not have any feeling.	After holding my hand under the icy water, my fingers were numb.	to be numb	uyuşmuş	draft_google_word
4000 Essential English Words::6.Book::::reckless	3415	4000 Essential English Words::6.Book		reckless	When people are reckless, they act in an unsafe way.	The reckless driver posed a threat to everyone else on the road.	to be reckless	pervasız	draft_google_word
4000 Essential English Words::6.Book::::slate	3416	4000 Essential English Words::6.Book		slate	Slate is a dark grey rock that can easily be split into layers.	The roof of the church is made of slate.	slate	kayrak	draft_google_word
4000 Essential English Words::6.Book::::stool	3417	4000 Essential English Words::6.Book		stool	A stool is a seat with legs but no support for a person’s arms and back.	I don’t find stools very comfortable to sit on.	stool	dışkı	draft_google_word
4000 Essential English Words::6.Book::::testament	3418	4000 Essential English Words::6.Book		testament	A testament to something shows that it exists or is true.	The beautiful performance was a testament to the singer’s natural talents.	testament	vasiyet	draft_google_word
4000 Essential English Words::6.Book::::timber	3419	4000 Essential English Words::6.Book		timber	Timber is wood that is used for building houses and making furniture.	Trees in this area are grown specifically to be used for timber.	timber	kereste	draft_google_word
4000 Essential English Words::6.Book::::valve	3420	4000 Essential English Words::6.Book		valve	A valve is a device attached to a pipe and controls the flow of liquid or air.	The mechanic removed the dirt to clear the engine valve.	valve	vana	draft_google_word
4000 Essential English Words::6.Book::::camouflage	3421	4000 Essential English Words::6.Book		camouflage	Camouflage is something used to hide people and things.	The green and brown camouflage was best used for hiding in forests and jungles.	camouflage	kamuflaj	draft_google_word
