#separator:tab
#html:true
SourceID	Level	Topic	CardType	CardTypeLabel	Front	Answer	Explanation	Examples	CommonMistake	SelfGrade	Tags
a2_1_daily_past::ser_ir_ver_imperfect::choose	a2_1_daily_past	ser ir ver imperfect	choose	Choose	Choose: I used to go to school.<br>A) Iba al colegio.<br>B) Fui al colegio.	A) Iba al colegio.	Habitual past uses imperfect.	- Era tarde.<br>- Iba al colegio.<br>- Veíamos la televisión.	iba is imperfect of ir, not preterite.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_1_daily_past ser_ir_ver_imperfect choose
a2_1_daily_past::ser_ir_ver_imperfect::correction	a2_1_daily_past	ser ir ver imperfect	correction	Correction	Correct this Spanish: Yo vía la televisión.	Yo veía la televisión.	ver imperfect is veía.	- Era tarde.<br>- Iba al colegio.<br>- Veíamos la televisión.	iba is imperfect of ir, not preterite.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_1_daily_past ser_ir_ver_imperfect correction
a2_1_daily_past::ser_ir_ver_imperfect::production	a2_1_daily_past	ser ir ver imperfect	production	Production	Write in Spanish: It was difficult.	Era difícil.	ser imperfect third-person is era.	- Era tarde.<br>- Iba al colegio.<br>- Veíamos la televisión.	iba is imperfect of ir, not preterite.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_1_daily_past ser_ir_ver_imperfect production
a2_1_daily_past::ser_ir_ver_imperfect::pattern	a2_1_daily_past	ser ir ver imperfect	pattern	Mini pattern	Mini pattern: irregular imperfect	era/iba/veía	This is a reusable sentence chunk. Practice swapping one word at a time.	- Era niño.<br>- Iba a casa.<br>- Veía el mar.	iba is imperfect of ir, not preterite.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_1_daily_past ser_ir_ver_imperfect pattern
a2_1_daily_past::preterite_spelling_changes::rule	a2_1_daily_past	preterite spelling changes	rule	Rule	Rule: preterite spelling changes	<b>Formula</b><br>car -> qué; gar -> gué; zar -> cé in yo preterite<br><br><b>Use</b><br>Use spelling changes to preserve pronunciation in the yo preterite.	Memorize the pattern first; the other cards in this topic make you use it.	- busqué<br>- llegué<br>- empecé	These are spelling changes, not new endings for every person.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_1_daily_past preterite_spelling_changes rule
a2_1_daily_past::preterite_spelling_changes::choose	a2_1_daily_past	preterite spelling changes	choose	Choose	Choose: I arrived.<br>A) Llegé.<br>B) Llegué.	B) Llegué.	gar changes to gué in yo preterite.	- busqué<br>- llegué<br>- empecé	These are spelling changes, not new endings for every person.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_1_daily_past preterite_spelling_changes choose
a2_1_daily_past::preterite_spelling_changes::correction	a2_1_daily_past	preterite spelling changes	correction	Correction	Correct this Spanish: Yo buscé el libro.	Yo busqué el libro.	car changes to qué in yo preterite.	- busqué<br>- llegué<br>- empecé	These are spelling changes, not new endings for every person.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_1_daily_past preterite_spelling_changes correction
a2_1_daily_past::preterite_spelling_changes::production	a2_1_daily_past	preterite spelling changes	production	Production	Write in Spanish: I started yesterday.	Empecé ayer.	zar changes to cé.	- busqué<br>- llegué<br>- empecé	These are spelling changes, not new endings for every person.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_1_daily_past preterite_spelling_changes production
a2_1_daily_past::preterite_spelling_changes::pattern	a2_1_daily_past	preterite spelling changes	pattern	Mini pattern	Mini pattern: yo preterite spelling	car/gar/zar -> qué/gué/cé	This is a reusable sentence chunk. Practice swapping one word at a time.	- busqué<br>- pagué<br>- almorcé	These are spelling changes, not new endings for every person.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_1_daily_past preterite_spelling_changes pattern
a2_1_daily_past::reflexive_verbs_in_the_past::rule	a2_1_daily_past	reflexive verbs in the past	rule	Rule	Rule: reflexive verbs in the past	<b>Formula</b><br>reflexive pronoun + preterite/imperfect verb<br><br><b>Use</b><br>Keep the reflexive pronoun when speaking about past routines or events.	Memorize the pattern first; the other cards in this topic make you use it.	- Me levanté temprano.<br>- Se duchaba cada mañana.<br>- Nos acostamos tarde.	The pronoun still agrees with the subject.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_1_daily_past reflexive_verbs_in_the_past rule
a2_1_daily_past::reflexive_verbs_in_the_past::choose	a2_1_daily_past	reflexive verbs in the past	choose	Choose	Choose: I got up early.<br>A) Me levanté temprano.<br>B) Se levanté temprano.	A) Me levanté temprano.	yo uses me.	- Me levanté temprano.<br>- Se duchaba cada mañana.<br>- Nos acostamos tarde.	The pronoun still agrees with the subject.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_1_daily_past reflexive_verbs_in_the_past choose
a2_1_daily_past::reflexive_verbs_in_the_past::correction	a2_1_daily_past	reflexive verbs in the past	correction	Correction	Correct this Spanish: Yo se desperté tarde.	Yo me desperté tarde.	Use me with yo.	- Me levanté temprano.<br>- Se duchaba cada mañana.<br>- Nos acostamos tarde.	The pronoun still agrees with the subject.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_1_daily_past reflexive_verbs_in_the_past correction
a2_1_daily_past::reflexive_verbs_in_the_past::production	a2_1_daily_past	reflexive verbs in the past	production	Production	Write in Spanish: She went to bed late.	Se acostó tarde.	acostarse is reflexive.	- Me levanté temprano.<br>- Se duchaba cada mañana.<br>- Nos acostamos tarde.	The pronoun still agrees with the subject.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_1_daily_past reflexive_verbs_in_the_past production
a2_1_daily_past::reflexive_verbs_in_the_past::pattern	a2_1_daily_past	reflexive verbs in the past	pattern	Mini pattern	Mini pattern: reflexive past	pronoun + past verb	This is a reusable sentence chunk. Practice swapping one word at a time.	- Me duché.<br>- Te levantaste.<br>- Se acostó.	The pronoun still agrees with the subject.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_1_daily_past reflexive_verbs_in_the_past pattern
a2_1_daily_past::past_time_expressions::rule	a2_1_daily_past	past time expressions	rule	Rule	Rule: past time expressions	<b>Formula</b><br>ayer, anoche, la semana pasada, hace dos días<br><br><b>Use</b><br>Use time expressions to anchor past-tense choices.	Memorize the pattern first; the other cards in this topic make you use it.	- Ayer trabajé.<br>- Anoche dormí bien.<br>- Hace dos días fui al médico.	Finished-time expressions often pair with preterite.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_1_daily_past past_time_expressions rule
a2_1_daily_past::past_time_expressions::choose	a2_1_daily_past	past time expressions	choose	Choose	Choose: last week I traveled.<br>A) La semana pasada viajé.<br>B) La semana pasada viajaba.	A) La semana pasada viajé.	A finished trip in a finished time uses preterite.	- Ayer trabajé.<br>- Anoche dormí bien.<br>- Hace dos días fui al médico.	Finished-time expressions often pair with preterite.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_1_daily_past past_time_expressions choose
a2_1_daily_past::past_time_expressions::correction	a2_1_daily_past	past time expressions	correction	Correction	Correct this Spanish: Ayer estudio.	Ayer estudié.	Ayer needs a past form.	- Ayer trabajé.<br>- Anoche dormí bien.<br>- Hace dos días fui al médico.	Finished-time expressions often pair with preterite.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_1_daily_past past_time_expressions correction
a2_1_daily_past::past_time_expressions::production	a2_1_daily_past	past time expressions	production	Production	Write in Spanish: Two days ago I went home.	Hace dos días fui a casa.	hace + time + preterite.	- Ayer trabajé.<br>- Anoche dormí bien.<br>- Hace dos días fui al médico.	Finished-time expressions often pair with preterite.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_1_daily_past past_time_expressions production
a2_1_daily_past::past_time_expressions::pattern	a2_1_daily_past	past time expressions	pattern	Mini pattern	Mini pattern: past time anchor	past expression + preterite	This is a reusable sentence chunk. Practice swapping one word at a time.	- Ayer comí.<br>- Anoche salí.<br>- El lunes trabajé.	Finished-time expressions often pair with preterite.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_1_daily_past past_time_expressions pattern
a2_1_daily_past::future_with_present_tense::rule	a2_1_daily_past	future with present tense	rule	Rule	Rule: future with present tense	<b>Formula</b><br>present tense + future time expression<br><br><b>Use</b><br>Spanish can use present tense for fixed future plans.	Memorize the pattern first; the other cards in this topic make you use it.	- Mañana trabajo.<br>- Esta noche cenamos juntos.<br>- El lunes salgo temprano.	Do not overuse present progressive for planned future.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_1_daily_past future_with_present_tense rule
a2_1_daily_past::future_with_present_tense::choose	a2_1_daily_past	future with present tense	choose	Choose	Choose: Tomorrow I work.<br>A) Mañana trabajo.<br>B) Mañana estoy trabajando.	A) Mañana trabajo.	Simple present can express scheduled future.	- Mañana trabajo.<br>- Esta noche cenamos juntos.<br>- El lunes salgo temprano.	Do not overuse present progressive for planned future.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_1_daily_past future_with_present_tense choose
a2_1_daily_past::future_with_present_tense::correction	a2_1_daily_past	future with present tense	correction	Correction	Correct this Spanish: Mañana voy trabajo.	Mañana trabajo.	Use present tense or voy a trabajar, not voy trabajo.	- Mañana trabajo.<br>- Esta noche cenamos juntos.<br>- El lunes salgo temprano.	Do not overuse present progressive for planned future.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_1_daily_past future_with_present_tense correction
a2_1_daily_past::future_with_present_tense::production	a2_1_daily_past	future with present tense	production	Production	Write in Spanish: Tonight we eat together.	Esta noche cenamos juntos.	Present tense can mark a planned future.	- Mañana trabajo.<br>- Esta noche cenamos juntos.<br>- El lunes salgo temprano.	Do not overuse present progressive for planned future.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_1_daily_past future_with_present_tense production
a2_1_daily_past::future_with_present_tense::pattern	a2_1_daily_past	future with present tense	pattern	Mini pattern	Mini pattern: scheduled future	future time + present verb	This is a reusable sentence chunk. Practice swapping one word at a time.	- Mañana salgo.<br>- El viernes viajo.<br>- Esta noche estudio.	Do not overuse present progressive for planned future.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_1_daily_past future_with_present_tense pattern
a2_1_daily_past::future_with_ir_a::rule	a2_1_daily_past	future with ir a	rule	Rule	Rule: future with ir a	<b>Formula</b><br>ir a + infinitive<br><br><b>Use</b><br>Use ir a for intentions and near-future plans.	Memorize the pattern first; the other cards in this topic make you use it.	- Voy a llamar.<br>- Vamos a estudiar.<br>- Van a venir.	Do not conjugate the infinitive after a.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_1_daily_past future_with_ir_a rule
a2_1_daily_past::future_with_ir_a::choose	a2_1_daily_past	future with ir a	choose	Choose	Choose: They are going to come.<br>A) Van a venir.<br>B) Van a vienen.	A) Van a venir.	Use infinitive after a.	- Voy a llamar.<br>- Vamos a estudiar.<br>- Van a venir.	Do not conjugate the infinitive after a.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_1_daily_past future_with_ir_a choose
a2_1_daily_past::future_with_ir_a::correction	a2_1_daily_past	future with ir a	correction	Correction	Correct this Spanish: Voy a llamo mañana.	Voy a llamar mañana.	After ir a, use infinitive.	- Voy a llamar.<br>- Vamos a estudiar.<br>- Van a venir.	Do not conjugate the infinitive after a.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_1_daily_past future_with_ir_a correction
a2_1_daily_past::future_with_ir_a::production	a2_1_daily_past	future with ir a	production	Production	Write in Spanish: We are going to travel.	Vamos a viajar.	vamos a + infinitive.	- Voy a llamar.<br>- Vamos a estudiar.<br>- Van a venir.	Do not conjugate the infinitive after a.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_1_daily_past future_with_ir_a production
a2_1_daily_past::future_with_ir_a::pattern	a2_1_daily_past	future with ir a	pattern	Mini pattern	Mini pattern: planned future	ir + a + infinitive	This is a reusable sentence chunk. Practice swapping one word at a time.	- Voy a comer.<br>- Vas a leer.<br>- Vamos a practicar.	Do not conjugate the infinitive after a.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_1_daily_past future_with_ir_a pattern
a2_1_daily_past::superlatives::rule	a2_1_daily_past	superlatives	rule	Rule	Rule: superlatives	<b>Formula</b><br>el/la/los/las más + adjective; el mejor/la mejor<br><br><b>Use</b><br>Use superlatives to say the most or best.	Memorize the pattern first; the other cards in this topic make you use it.	- Es el libro más interesante.<br>- Es la mejor opción.<br>- Son los más caros.	The article agrees with the noun.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_1_daily_past superlatives rule
a2_1_daily_past::superlatives::choose	a2_1_daily_past	superlatives	choose	Choose	Choose: the best option<br>A) la mejor opción<br>B) el mejor opción	A) la mejor opción	opción is feminine.	- Es el libro más interesante.<br>- Es la mejor opción.<br>- Son los más caros.	The article agrees with the noun.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_1_daily_past superlatives choose
a2_1_daily_past::superlatives::correction	a2_1_daily_past	superlatives	correction	Correction	Correct this Spanish: Es la más bueno.	Es la mejor.	Use mejor for best.	- Es el libro más interesante.<br>- Es la mejor opción.<br>- Son los más caros.	The article agrees with the noun.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_1_daily_past superlatives correction
a2_1_daily_past::superlatives::production	a2_1_daily_past	superlatives	production	Production	Write in Spanish: the most important day	el día más importante	día is masculine.	- Es el libro más interesante.<br>- Es la mejor opción.<br>- Son los más caros.	The article agrees with the noun.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_1_daily_past superlatives production
a2_1_daily_past::superlatives::pattern	a2_1_daily_past	superlatives	pattern	Mini pattern	Mini pattern: superlative	article + más/mejor + noun/adjective	This is a reusable sentence chunk. Practice swapping one word at a time.	- el más grande<br>- la mejor casa<br>- los más rápidos	The article agrees with the noun.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_1_daily_past superlatives pattern
a2_1_daily_past::affirmative_command_pronouns::rule	a2_1_daily_past	affirmative command pronouns	rule	Rule	Rule: affirmative command pronouns	<b>Formula</b><br>attach pronouns to affirmative commands<br><br><b>Use</b><br>Use attached pronouns with affirmative commands.	Memorize the pattern first; the other cards in this topic make you use it.	- Dímelo.<br>- Léelo.<br>- Escríbeme.	Accent marks may be needed to keep stress.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_1_daily_past affirmative_command_pronouns rule
a2_1_daily_past::affirmative_command_pronouns::choose	a2_1_daily_past	affirmative command pronouns	choose	Choose	Choose: Read it.<br>A) Léelo.<br>B) Lo lee.	A) Léelo.	Affirmative command attaches the pronoun.	- Dímelo.<br>- Léelo.<br>- Escríbeme.	Accent marks may be needed to keep stress.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_1_daily_past affirmative_command_pronouns choose
a2_1_daily_past::affirmative_command_pronouns::correction	a2_1_daily_past	affirmative command pronouns	correction	Correction	Correct this Spanish: Lee lo.	Léelo.	Attach lo and add accent.	- Dímelo.<br>- Léelo.<br>- Escríbeme.	Accent marks may be needed to keep stress.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_1_daily_past affirmative_command_pronouns correction
a2_1_daily_past::affirmative_command_pronouns::production	a2_1_daily_past	affirmative command pronouns	production	Production	Write in Spanish: Tell me.	Dime.	decir tú command with me is dime.	- Dímelo.<br>- Léelo.<br>- Escríbeme.	Accent marks may be needed to keep stress.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_1_daily_past affirmative_command_pronouns production
a2_1_daily_past::affirmative_command_pronouns::pattern	a2_1_daily_past	affirmative command pronouns	pattern	Mini pattern	Mini pattern: command + pronoun	affirmative command + pronoun	This is a reusable sentence chunk. Practice swapping one word at a time.	- Míralo.<br>- Hazlo.<br>- Dámelo.	Accent marks may be needed to keep stress.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_1_daily_past affirmative_command_pronouns pattern
a2_1_daily_past::negative_commands::rule	a2_1_daily_past	negative commands	rule	Rule	Rule: negative commands	<b>Formula</b><br>no + present subjunctive form for tú commands<br><br><b>Use</b><br>Use negative tú commands for telling someone not to do something.	Memorize the pattern first; the other cards in this topic make you use it.	- No hables.<br>- No comas.<br>- No escribas.	Negative command forms differ from affirmative commands.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_1_daily_past negative_commands rule
a2_1_daily_past::negative_commands::choose	a2_1_daily_past	negative commands	choose	Choose	Choose: Don't speak.<br>A) No habla.<br>B) No hables.	B) No hables.	Negative tú command of hablar is no hables.	- No hables.<br>- No comas.<br>- No escribas.	Negative command forms differ from affirmative commands.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_1_daily_past negative_commands choose
a2_1_daily_past::negative_commands::correction	a2_1_daily_past	negative commands	correction	Correction	Correct this Spanish: No come eso.	No comas eso.	Negative tú command of comer is no comas.	- No hables.<br>- No comas.<br>- No escribas.	Negative command forms differ from affirmative commands.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_1_daily_past negative_commands correction
a2_1_daily_past::negative_commands::production	a2_1_daily_past	negative commands	production	Production	Write in Spanish: Don't write.	No escribas.	Use negative tú command form.	- No hables.<br>- No comas.<br>- No escribas.	Negative command forms differ from affirmative commands.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_1_daily_past negative_commands production
a2_1_daily_past::negative_commands::pattern	a2_1_daily_past	negative commands	pattern	Mini pattern	Mini pattern: negative command	no + command form	This is a reusable sentence chunk. Practice swapping one word at a time.	- No mires.<br>- No bebas.<br>- No salgas.	Negative command forms differ from affirmative commands.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_1_daily_past negative_commands pattern
a2_1_daily_past::hace_time_expressions::rule	a2_1_daily_past	hace time expressions	rule	Rule	Rule: hace time expressions	<b>Formula</b><br>hace + time + que + present/past<br><br><b>Use</b><br>Use hace expressions to say how long something has been happening or when it happened.	Memorize the pattern first; the other cards in this topic make you use it.	- Hace dos años que estudio español.<br>- Lo vi hace una semana.<br>- Hace tres días que estoy aquí.	Word order changes the meaning: hace tiempo que... vs ... hace tiempo.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_1_daily_past hace_time_expressions rule
a2_1_daily_past::hace_time_expressions::choose	a2_1_daily_past	hace time expressions	choose	Choose	Choose: I have studied Spanish for two years.<br>A) Hace dos años que estudio español.<br>B) Estudio español para dos años.	A) Hace dos años que estudio español.	Duration until now uses hace + time + que + present.	- Hace dos años que estudio español.<br>- Lo vi hace una semana.<br>- Hace tres días que estoy aquí.	Word order changes the meaning: hace tiempo que... vs ... hace tiempo.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_1_daily_past hace_time_expressions choose
a2_1_daily_past::hace_time_expressions::correction	a2_1_daily_past	hace time expressions	correction	Correction	Correct this Spanish: Estudio español por dos años.	Hace dos años que estudio español.	Use hace...que for ongoing duration.	- Hace dos años que estudio español.<br>- Lo vi hace una semana.<br>- Hace tres días que estoy aquí.	Word order changes the meaning: hace tiempo que... vs ... hace tiempo.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_1_daily_past hace_time_expressions correction
a2_1_daily_past::hace_time_expressions::production	a2_1_daily_past	hace time expressions	production	Production	Write in Spanish: I saw her a week ago.	La vi hace una semana.	hace + time after the event means ago.	- Hace dos años que estudio español.<br>- Lo vi hace una semana.<br>- Hace tres días que estoy aquí.	Word order changes the meaning: hace tiempo que... vs ... hace tiempo.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_1_daily_past hace_time_expressions production
a2_1_daily_past::hace_time_expressions::pattern	a2_1_daily_past	hace time expressions	pattern	Mini pattern	Mini pattern: time ago/duration	hace + time	This is a reusable sentence chunk. Practice swapping one word at a time.	- Hace un mes.<br>- Hace dos días que trabajo.<br>- Llegué hace una hora.	Word order changes the meaning: hace tiempo que... vs ... hace tiempo.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_1_daily_past hace_time_expressions pattern
a2_2_natural_spanish::lo_que::rule	a2_2_natural_spanish	lo que	rule	Rule	Rule: lo que	<b>Formula</b><br>lo que + conjugated clause<br><br><b>Use</b><br>Use lo que to refer to an idea, action, or whole clause.	Memorize the pattern first; the other cards in this topic make you use it.	- No entiendo lo que dices.<br>- Lo que quiero es descansar.<br>- Haz lo que puedas.	Do not use qué inside a statement where lo que is needed.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_2_natural_spanish lo_que rule
a2_2_natural_spanish::lo_que::choose	a2_2_natural_spanish	lo que	choose	Choose	Choose: I don't understand what you say.<br>A) No entiendo qué dices.<br>B) No entiendo lo que dices.	B) No entiendo lo que dices.	lo que works as 'what/the thing that' inside a statement.	- No entiendo lo que dices.<br>- Lo que quiero es descansar.<br>- Haz lo que puedas.	Do not use qué inside a statement where lo que is needed.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_2_natural_spanish lo_que choose
a2_2_natural_spanish::lo_que::correction	a2_2_natural_spanish	lo que	correction	Correction	Correct this Spanish: No sé lo qué quieres.	No sé lo que quieres.	Use lo que, not lo qué.	- No entiendo lo que dices.<br>- Lo que quiero es descansar.<br>- Haz lo que puedas.	Do not use qué inside a statement where lo que is needed.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_2_natural_spanish lo_que correction
a2_2_natural_spanish::lo_que::production	a2_2_natural_spanish	lo que	production	Production	Write in Spanish: Do what you can.	Haz lo que puedas.	lo que refers to the thing/action.	- No entiendo lo que dices.<br>- Lo que quiero es descansar.<br>- Haz lo que puedas.	Do not use qué inside a statement where lo que is needed.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_2_natural_spanish lo_que production
a2_2_natural_spanish::lo_que::pattern	a2_2_natural_spanish	lo que	pattern	Mini pattern	Mini pattern: lo que clause	lo que + conjugated verb	This is a reusable sentence chunk. Practice swapping one word at a time.	- lo que quiero<br>- lo que haces<br>- lo que necesitamos	Do not use qué inside a statement where lo que is needed.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_2_natural_spanish lo_que pattern
a2_2_natural_spanish::basic_subjunctive_triggers::rule	a2_2_natural_spanish	basic subjunctive triggers	rule	Rule	Rule: basic subjunctive triggers	<b>Formula</b><br>querer/esperar/necesitar + que + subjunctive<br><br><b>Use</b><br>Recognize and produce common wish/need clauses.	Memorize the pattern first; the other cards in this topic make you use it.	- Quiero que vengas.<br>- Espero que estés bien.<br>- Necesito que me ayudes.	If the subject changes after que, Spanish often uses subjunctive.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_2_natural_spanish basic_subjunctive_triggers rule
a2_2_natural_spanish::basic_subjunctive_triggers::choose	a2_2_natural_spanish	basic subjunctive triggers	choose	Choose	Choose: I want you to come.<br>A) Quiero que vienes.<br>B) Quiero que vengas.	B) Quiero que vengas.	querer que triggers subjunctive.	- Quiero que vengas.<br>- Espero que estés bien.<br>- Necesito que me ayudes.	If the subject changes after que, Spanish often uses subjunctive.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_2_natural_spanish basic_subjunctive_triggers choose
a2_2_natural_spanish::basic_subjunctive_triggers::correction	a2_2_natural_spanish	basic subjunctive triggers	correction	Correction	Correct this Spanish: Espero que estás bien.	Espero que estés bien.	esperar que commonly triggers subjunctive.	- Quiero que vengas.<br>- Espero que estés bien.<br>- Necesito que me ayudes.	If the subject changes after que, Spanish often uses subjunctive.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_2_natural_spanish basic_subjunctive_triggers correction
a2_2_natural_spanish::basic_subjunctive_triggers::production	a2_2_natural_spanish	basic subjunctive triggers	production	Production	Write in Spanish: I need you to help me.	Necesito que me ayudes.	necesitar que + subjunctive.	- Quiero que vengas.<br>- Espero que estés bien.<br>- Necesito que me ayudes.	If the subject changes after que, Spanish often uses subjunctive.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_2_natural_spanish basic_subjunctive_triggers production
a2_2_natural_spanish::basic_subjunctive_triggers::pattern	a2_2_natural_spanish	basic subjunctive triggers	pattern	Mini pattern	Mini pattern: wish/need clause	verb + que + subjunctive	This is a reusable sentence chunk. Practice swapping one word at a time.	- Quiero que estudies.<br>- Espero que venga.<br>- Necesito que llames.	If the subject changes after que, Spanish often uses subjunctive.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_2_natural_spanish basic_subjunctive_triggers pattern
a2_2_natural_spanish::impersonal_se::rule	a2_2_natural_spanish	impersonal se	rule	Rule	Rule: impersonal se	<b>Formula</b><br>se + third-person verb<br><br><b>Use</b><br>Use impersonal se for general statements like one/people/you in general.	Memorize the pattern first; the other cards in this topic make you use it.	- Se habla español.<br>- Se vive bien aquí.<br>- Se come tarde en España.	Do not add a specific subject when using impersonal se.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_2_natural_spanish impersonal_se rule
