#separator:tab
#html:true
SourceID	DeckPath	Level	Topic	CardType	PromptMode	Front	Answer	TypeAnswer	Back	Formula	Examples	Audio	AudioURL	AudioContributor	AudioLicense	AudioID	Source	Attribution	Tags
tatoeba::b1_bridge::667194::315835::sería	Spanish Core Learning::B1 Bridge	b1_bridge	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: She had better eat breakfast.</span><br>_____ mejor que ella desayunara."	sería	sería	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use sería when the sentence context matches its meaning and grammar role.<br><br>Pattern<br>sería	- Sería mejor que ella desayunara.<br>- She had better eat breakfast.						Tatoeba spa:667194 eng:315835	Source: Tatoeba.org sentence IDs 667194/315835.	spanish_core b1_bridge sentence_mining typed_cloze
tatoeba::b1_bridge::1692400::266185::sería	Spanish Core Learning::B1 Bridge	b1_bridge	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: Would this be acceptable to you?</span><br>¿_____ esto aceptable para ti?"	sería	sería	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use sería when the sentence context matches its meaning and grammar role.<br><br>Pattern<br>sería	- ¿Sería esto aceptable para ti?<br>- Would this be acceptable to you?						Tatoeba spa:1692400 eng:266185	Source: Tatoeba.org sentence IDs 1692400/266185.	spanish_core b1_bridge sentence_mining typed_cloze
tatoeba::b1_bridge::970042::16433::sería	Spanish Core Learning::B1 Bridge	b1_bridge	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: You&#x27;d better go by bus.</span><br>_____ mejor que fueras en autobús."	sería	sería	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use sería when the sentence context matches its meaning and grammar role.<br><br>Pattern<br>sería	- Sería mejor que fueras en autobús.<br>- You'd better go by bus.						Tatoeba spa:970042 eng:16433	Source: Tatoeba.org sentence IDs 970042/16433.	spanish_core b1_bridge sentence_mining typed_cloze
tatoeba::b1_bridge::2110562::1938036::sería	Spanish Core Learning::B1 Bridge	b1_bridge	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: You had better not do that.</span><br>_____ mejor que no hicieras eso."	sería	sería	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use sería when the sentence context matches its meaning and grammar role.<br><br>Pattern<br>sería	- Sería mejor que no hicieras eso.<br>- You had better not do that.						Tatoeba spa:2110562 eng:1938036	Source: Tatoeba.org sentence IDs 2110562/1938036.	spanish_core b1_bridge sentence_mining typed_cloze
tatoeba::b1_bridge::1837708::35541::sería	Spanish Core Learning::B1 Bridge	b1_bridge	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: We had better cancel the hike.</span><br>_____ mejor que canceláramos la excursión."	sería	sería	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use sería when the sentence context matches its meaning and grammar role.<br><br>Pattern<br>sería	- Sería mejor que canceláramos la excursión.<br>- We had better cancel the hike.						Tatoeba spa:1837708 eng:35541	Source: Tatoeba.org sentence IDs 1837708/35541.	spanish_core b1_bridge sentence_mining typed_cloze
tatoeba::b1_bridge::1448111::1140094::sería	Spanish Core Learning::B1 Bridge	b1_bridge	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: It would be nice to get married.</span><br>_____ agradable casarse."	sería	sería	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use sería when the sentence context matches its meaning and grammar role.<br><br>Pattern<br>sería	- Sería agradable casarse.<br>- It would be nice to get married.						Tatoeba spa:1448111 eng:1140094	Source: Tatoeba.org sentence IDs 1448111/1140094.	spanish_core b1_bridge sentence_mining typed_cloze
tatoeba::b1_bridge::1115793::274028::sería	Spanish Core Learning::B1 Bridge	b1_bridge	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: Would it be better to start early?</span><br>¿_____ mejor empezar temprano?"	sería	sería	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use sería when the sentence context matches its meaning and grammar role.<br><br>Pattern<br>sería	- ¿Sería mejor empezar temprano?<br>- Would it be better to start early?						Tatoeba spa:1115793 eng:274028	Source: Tatoeba.org sentence IDs 1115793/274028.	spanish_core b1_bridge sentence_mining typed_cloze
tatoeba::b1_bridge::580944::61821::podría	Spanish Core Learning::B1 Bridge	b1_bridge	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: Could you sign here?</span><br>¿_____ firmar aquí?"	podría	podría	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use podría when the sentence context matches its meaning and grammar role.<br><br>Pattern<br>podría	- ¿Podría firmar aquí?<br>- Could you sign here?						Tatoeba spa:580944 eng:61821	Source: Tatoeba.org sentence IDs 580944/61821.	spanish_core b1_bridge sentence_mining typed_cloze
tatoeba::b1_bridge::570551::64405::podría	Spanish Core Learning::B1 Bridge	b1_bridge	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: Could you help me?</span><br>¿_____ usted ayudarme?"	podría	podría	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use podría when the sentence context matches its meaning and grammar role.<br><br>Pattern<br>podría	- ¿Podría usted ayudarme?<br>- Could you help me?						Tatoeba spa:570551 eng:64405	Source: Tatoeba.org sentence IDs 570551/64405.	spanish_core b1_bridge sentence_mining typed_cloze
tatoeba::b1_bridge::834379::243400::podría	Spanish Core Learning::B1 Bridge	b1_bridge	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: It may rain tonight.</span><br>_____ llover esta noche."	podría	podría	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use podría when the sentence context matches its meaning and grammar role.<br><br>Pattern<br>podría	- Podría llover esta noche.<br>- It may rain tonight.						Tatoeba spa:834379 eng:243400	Source: Tatoeba.org sentence IDs 834379/243400.	spanish_core b1_bridge sentence_mining typed_cloze
tatoeba::b1_bridge::415939::38930::podría	Spanish Core Learning::B1 Bridge	b1_bridge	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: May I use the toilet?</span><br>¿_____ usar el baño?"	podría	podría	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use podría when the sentence context matches its meaning and grammar role.<br><br>Pattern<br>podría	- ¿Podría usar el baño?<br>- May I use the toilet?						Tatoeba spa:415939 eng:38930	Source: Tatoeba.org sentence IDs 415939/38930.	spanish_core b1_bridge sentence_mining typed_cloze
tatoeba::b1_bridge::415942::38936::podría	Spanish Core Learning::B1 Bridge	b1_bridge	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: May I use your toilet?</span><br>¿_____ usar tu baño?"	podría	podría	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use podría when the sentence context matches its meaning and grammar role.<br><br>Pattern<br>podría	- ¿Podría usar tu baño?<br>- May I use your toilet?						Tatoeba spa:415942 eng:38936	Source: Tatoeba.org sentence IDs 415942/38936.	spanish_core b1_bridge sentence_mining typed_cloze
tatoeba::b1_bridge::618123::70807::podría	Spanish Core Learning::B1 Bridge	b1_bridge	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: Could I use your pencil?</span><br>¿_____ usar tu lápiz?"	podría	podría	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use podría when the sentence context matches its meaning and grammar role.<br><br>Pattern<br>podría	- ¿Podría usar tu lápiz?<br>- Could I use your pencil?						Tatoeba spa:618123 eng:70807	Source: Tatoeba.org sentence IDs 618123/70807.	spanish_core b1_bridge sentence_mining typed_cloze
tatoeba::b1_bridge::340546::39959::podría	Spanish Core Learning::B1 Bridge	b1_bridge	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: Can I use your telephone?</span><br>¿_____ usar su teléfono?"	podría	podría	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use podría when the sentence context matches its meaning and grammar role.<br><br>Pattern<br>podría	- ¿Podría usar su teléfono?<br>- Can I use your telephone?						Tatoeba spa:340546 eng:39959	Source: Tatoeba.org sentence IDs 340546/39959.	spanish_core b1_bridge sentence_mining typed_cloze
tatoeba::b1_bridge::434475::434474::podría	Spanish Core Learning::B1 Bridge	b1_bridge	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: Could you speak more slowly?</span><br>¿_____ hablar más despacio?"	podría	podría	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use podría when the sentence context matches its meaning and grammar role.<br><br>Pattern<br>podría	- ¿Podría hablar más despacio?<br>- Could you speak more slowly?						Tatoeba spa:434475 eng:434474	Source: Tatoeba.org sentence IDs 434475/434474.	spanish_core b1_bridge sentence_mining typed_cloze
tatoeba::b1_bridge::3059::2242::podría	Spanish Core Learning::B1 Bridge	b1_bridge	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: Could you please repeat that?</span><br>¿_____ repetirlo, por favor?"	podría	podría	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use podría when the sentence context matches its meaning and grammar role.<br><br>Pattern<br>podría	- ¿Podría repetirlo, por favor?<br>- Could you please repeat that?						Tatoeba spa:3059 eng:2242	Source: Tatoeba.org sentence IDs 3059/2242.	spanish_core b1_bridge sentence_mining typed_cloze
tatoeba::b1_bridge::964235::1239140::podría	Spanish Core Learning::B1 Bridge	b1_bridge	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: Could you repeat the question?</span><br>¿_____ repetirme la pregunta?"	podría	podría	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use podría when the sentence context matches its meaning and grammar role.<br><br>Pattern<br>podría	- ¿Podría repetirme la pregunta?<br>- Could you repeat the question?						Tatoeba spa:964235 eng:1239140	Source: Tatoeba.org sentence IDs 964235/1239140.	spanish_core b1_bridge sentence_mining typed_cloze
tatoeba::b1_bridge::622400::276371::podría	Spanish Core Learning::B1 Bridge	b1_bridge	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: Can someone answer the telephone?</span><br>¿_____ alguien contestar el teléfono?"	podría	podría	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use podría when the sentence context matches its meaning and grammar role.<br><br>Pattern<br>podría	- ¿Podría alguien contestar el teléfono?<br>- Can someone answer the telephone?						Tatoeba spa:622400 eng:276371	Source: Tatoeba.org sentence IDs 622400/276371.	spanish_core b1_bridge sentence_mining typed_cloze
tatoeba_dictation::a1_1_foundations::685487::703122	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_685487.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	¿Vamos juntos?	¿Vamos juntos?	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: Shall we go together?	Listen → reconstruct the complete sentence → compare → shadow once.	- ¿Vamos juntos?<br>- Shall we go together?	[sound:tatoeba_spa_685487.mp3]	https://audio.tatoeba.org/sentences/spa/685487.mp3	arh	CC BY-NC-ND 3.0	502610	Tatoeba spa:685487 eng:703122	Source: Tatoeba.org sentence IDs 685487/703122.	spanish_core a1_1_foundations full_sentence_listening dictation
tatoeba_dictation::a1_1_foundations::347510::268702	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_347510.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Vamos a comer	Vamos a comer	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: Let's go to eat.	Listen → reconstruct the complete sentence → compare → shadow once.	- Vamos a comer.<br>- Let's go to eat.	[sound:tatoeba_spa_347510.mp3]	https://audio.tatoeba.org/sentences/spa/347510.mp3	arh	CC BY-NC-ND 3.0	438231	Tatoeba spa:347510 eng:268702	Source: Tatoeba.org sentence IDs 347510/268702.	spanish_core a1_1_foundations full_sentence_listening dictation
tatoeba_dictation::a1_1_foundations::540294::63119	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_540294.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Hoy es domingo	Hoy es domingo	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: Today is Sunday.	Listen → reconstruct the complete sentence → compare → shadow once.	- Hoy es domingo.<br>- Today is Sunday.	[sound:tatoeba_spa_540294.mp3]	https://audio.tatoeba.org/sentences/spa/540294.mp3	arh	CC BY-NC-ND 3.0	441999	Tatoeba spa:540294 eng:63119	Source: Tatoeba.org sentence IDs 540294/63119.	spanish_core a1_1_foundations full_sentence_listening dictation
tatoeba_dictation::a1_1_foundations::345513::242881	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_345513.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Hoy hace calor	Hoy hace calor	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: It's hot today.	Listen → reconstruct the complete sentence → compare → shadow once.	- Hoy hace calor.<br>- It's hot today.	[sound:tatoeba_spa_345513.mp3]	https://audio.tatoeba.org/sentences/spa/345513.mp3	arh	CC BY-NC-ND 3.0	440913	Tatoeba spa:345513 eng:242881	Source: Tatoeba.org sentence IDs 345513/242881.	spanish_core a1_1_foundations full_sentence_listening dictation
tatoeba_dictation::a1_1_foundations::571877::2035759	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_571877.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Hoy hace sol	Hoy hace sol	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: It's sunny today.	Listen → reconstruct the complete sentence → compare → shadow once.	- Hoy hace sol.<br>- It's sunny today.	[sound:tatoeba_spa_571877.mp3]	https://audio.tatoeba.org/sentences/spa/571877.mp3	arh	CC BY-NC-ND 3.0	442556	Tatoeba spa:571877 eng:2035759	Source: Tatoeba.org sentence IDs 571877/2035759.	spanish_core a1_1_foundations full_sentence_listening dictation
tatoeba_dictation::a1_1_foundations::346619::242836	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_346619.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Hoy es lunes	Hoy es lunes	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: It is Monday today.	Listen → reconstruct the complete sentence → compare → shadow once.	- Hoy es lunes.<br>- It is Monday today.	[sound:tatoeba_spa_346619.mp3]	https://audio.tatoeba.org/sentences/spa/346619.mp3	arh	CC BY-NC-ND 3.0	441994	Tatoeba spa:346619 eng:242836	Source: Tatoeba.org sentence IDs 346619/242836.	spanish_core a1_1_foundations full_sentence_listening dictation
tatoeba_dictation::a1_1_foundations::531226::242977	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_531226.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Hoy estoy ocupado	Hoy estoy ocupado	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: I am busy today.	Listen → reconstruct the complete sentence → compare → shadow once.	- Hoy estoy ocupado.<br>- I am busy today.	[sound:tatoeba_spa_531226.mp3]	https://audio.tatoeba.org/sentences/spa/531226.mp3	arh	CC BY-NC-ND 3.0	39030	Tatoeba spa:531226 eng:242977	Source: Tatoeba.org sentence IDs 531226/242977.	spanish_core a1_1_foundations full_sentence_listening dictation
tatoeba_dictation::a1_1_foundations::562160::242970	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_562160.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Hoy hace viento	Hoy hace viento	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: It is windy today.	Listen → reconstruct the complete sentence → compare → shadow once.	- Hoy hace viento.<br>- It is windy today.	[sound:tatoeba_spa_562160.mp3]	https://audio.tatoeba.org/sentences/spa/562160.mp3	arh	CC BY-NC-ND 3.0	505448	Tatoeba spa:562160 eng:242970	Source: Tatoeba.org sentence IDs 562160/242970.	spanish_core a1_1_foundations full_sentence_listening dictation
tatoeba_dictation::a1_1_foundations::549507::16127	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_549507.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Hoy pareces feliz	Hoy pareces feliz	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: You look happy today.	Listen → reconstruct the complete sentence → compare → shadow once.	- Hoy pareces feliz.<br>- You look happy today.	[sound:tatoeba_spa_549507.mp3]	https://audio.tatoeba.org/sentences/spa/549507.mp3	arh	CC BY-NC-ND 3.0	39424	Tatoeba spa:549507 eng:16127	Source: Tatoeba.org sentence IDs 549507/16127.	spanish_core a1_1_foundations full_sentence_listening dictation
tatoeba_dictation::a1_1_foundations::451698::323245	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_451698.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Mañana es Navidad	Mañana es Navidad	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: Tomorrow is Christmas Day.	Listen → reconstruct the complete sentence → compare → shadow once.	- Mañana es Navidad.<br>- Tomorrow is Christmas Day.	[sound:tatoeba_spa_451698.mp3]	https://audio.tatoeba.org/sentences/spa/451698.mp3	marcelostockle	CC BY-NC 4.0	34800	Tatoeba spa:451698 eng:323245	Source: Tatoeba.org sentence IDs 451698/323245.	spanish_core a1_1_foundations full_sentence_listening dictation
tatoeba_dictation::a1_1_foundations::356814::249421	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_356814.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Mañana no hay escuela	Mañana no hay escuela	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: We have no school tomorrow.	Listen → reconstruct the complete sentence → compare → shadow once.	- Mañana no hay escuela.<br>- We have no school tomorrow.	[sound:tatoeba_spa_356814.mp3]	https://audio.tatoeba.org/sentences/spa/356814.mp3	arh	CC BY-NC-ND 3.0	526686	Tatoeba spa:356814 eng:249421	Source: Tatoeba.org sentence IDs 356814/249421.	spanish_core a1_1_foundations full_sentence_listening dictation
tatoeba_dictation::a1_1_foundations::587335::323311	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_587335.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Mañana voy a ir a comprar	Mañana voy a ir a comprar	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: Tomorrow I am going shopping.	Listen → reconstruct the complete sentence → compare → shadow once.	- Mañana voy a ir a comprar.<br>- Tomorrow I am going shopping.	[sound:tatoeba_spa_587335.mp3]	https://audio.tatoeba.org/sentences/spa/587335.mp3	arh	CC BY-NC-ND 3.0	641760	Tatoeba spa:587335 eng:323311	Source: Tatoeba.org sentence IDs 587335/323311.	spanish_core a1_1_foundations full_sentence_listening dictation
tatoeba_dictation::a1_1_foundations::570960::323315	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_570960.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Mañana es el día de la madre	Mañana es el día de la madre	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: Tomorrow is Mother's Day.	Listen → reconstruct the complete sentence → compare → shadow once.	- Mañana es el día de la madre.<br>- Tomorrow is Mother's Day.	[sound:tatoeba_spa_570960.mp3]	https://audio.tatoeba.org/sentences/spa/570960.mp3	arh	CC BY-NC-ND 3.0	537902	Tatoeba spa:570960 eng:323315	Source: Tatoeba.org sentence IDs 570960/323315.	spanish_core a1_1_foundations full_sentence_listening dictation
tatoeba_dictation::a1_1_foundations::439829::72076	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_439829.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Ahora recuerdo	Ahora recuerdo	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: Now I remember.	Listen → reconstruct the complete sentence → compare → shadow once.	- Ahora recuerdo.<br>- Now I remember.	[sound:tatoeba_spa_439829.mp3]	https://audio.tatoeba.org/sentences/spa/439829.mp3	arh	CC BY-NC-ND 3.0	440737	Tatoeba spa:439829 eng:72076	Source: Tatoeba.org sentence IDs 439829/72076.	spanish_core a1_1_foundations full_sentence_listening dictation
tatoeba_dictation::a1_2_core_sentences::656067::31197	Spanish Core Learning::A1.2 Core Sentences	a1_2_core_sentences	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_656067.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Apaga la tele, porque es tarde	Apaga la tele, porque es tarde	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: As it is late, turn off the TV.	Listen → reconstruct the complete sentence → compare → shadow once.	- Apaga la tele, porque es tarde.<br>- As it is late, turn off the TV.	[sound:tatoeba_spa_656067.mp3]	https://audio.tatoeba.org/sentences/spa/656067.mp3	arh	CC BY-NC-ND 3.0	937461	Tatoeba spa:656067 eng:31197	Source: Tatoeba.org sentence IDs 656067/31197.	spanish_core a1_2_core_sentences full_sentence_listening dictation
tatoeba_dictation::a1_2_core_sentences::457506::457594	Spanish Core Learning::A1.2 Core Sentences	a1_2_core_sentences	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_457506.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	¿Pero por qué?	¿Pero por qué?	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: But why?	Listen → reconstruct the complete sentence → compare → shadow once.	- ¿Pero por qué?<br>- But why?	[sound:tatoeba_spa_457506.mp3]	https://audio.tatoeba.org/sentences/spa/457506.mp3	marcelostockle	CC BY-NC 4.0	35230	Tatoeba spa:457506 eng:457594	Source: Tatoeba.org sentence IDs 457506/457594.	spanish_core a1_2_core_sentences full_sentence_listening dictation
tatoeba_dictation::a1_2_core_sentences::592373::53516	Spanish Core Learning::A1.2 Core Sentences	a1_2_core_sentences	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_592373.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Pero él era afortunado	Pero él era afortunado	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: But he was lucky.	Listen → reconstruct the complete sentence → compare → shadow once.	- Pero él era afortunado.<br>- But he was lucky.	[sound:tatoeba_spa_592373.mp3]	https://audio.tatoeba.org/sentences/spa/592373.mp3	arh	CC BY-NC-ND 3.0	707535	Tatoeba spa:592373 eng:53516	Source: Tatoeba.org sentence IDs 592373/53516.	spanish_core a1_2_core_sentences full_sentence_listening dictation
tatoeba_dictation::a1_2_core_sentences::447045::53613	Spanish Core Learning::A1.2 Core Sentences	a1_2_core_sentences	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_447045.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Pero yo quiero un automóvil	Pero yo quiero un automóvil	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: But I want a car.	Listen → reconstruct the complete sentence → compare → shadow once.	- Pero yo quiero un automóvil.<br>- But I want a car.	[sound:tatoeba_spa_447045.mp3]	https://audio.tatoeba.org/sentences/spa/447045.mp3	arh	CC BY-NC-ND 3.0	735443	Tatoeba spa:447045 eng:53613	Source: Tatoeba.org sentence IDs 447045/53613.	spanish_core a1_2_core_sentences full_sentence_listening dictation
tatoeba_dictation::a1_2_core_sentences::2645::1440	Spanish Core Learning::A1.2 Core Sentences	a1_2_core_sentences	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_2645.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Pero la posibilidad es improbable	Pero la posibilidad es improbable	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: But the possibility seems unlikely.	Listen → reconstruct the complete sentence → compare → shadow once.	- Pero la posibilidad es improbable.<br>- But the possibility seems unlikely.	[sound:tatoeba_spa_2645.mp3]	https://audio.tatoeba.org/sentences/spa/2645.mp3	arh	CC BY-NC-ND 3.0	733065	Tatoeba spa:2645 eng:1440	Source: Tatoeba.org sentence IDs 2645/1440.	spanish_core a1_2_core_sentences full_sentence_listening dictation
tatoeba_dictation::a1_2_core_sentences::543570::53611	Spanish Core Learning::A1.2 Core Sentences	a1_2_core_sentences	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_543570.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Pero los seres humanos son diferentes	Pero los seres humanos son diferentes	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: But human beings are different.	Listen → reconstruct the complete sentence → compare → shadow once.	- Pero los seres humanos son diferentes.<br>- But human beings are different.	[sound:tatoeba_spa_543570.mp3]	https://audio.tatoeba.org/sentences/spa/543570.mp3	arh	CC BY-NC-ND 3.0	831079	Tatoeba spa:543570 eng:53611	Source: Tatoeba.org sentence IDs 543570/53611.	spanish_core a1_2_core_sentences full_sentence_listening dictation
tatoeba_dictation::a1_2_core_sentences::346422::53513	Spanish Core Learning::A1.2 Core Sentences	a1_2_core_sentences	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_346422.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	¿Pero cómo pueden ellos hacer esto?	¿Pero cómo pueden ellos hacer esto?	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: But how can they do this?	Listen → reconstruct the complete sentence → compare → shadow once.	- ¿Pero cómo pueden ellos hacer esto?<br>- But how can they do this?	[sound:tatoeba_spa_346422.mp3]	https://audio.tatoeba.org/sentences/spa/346422.mp3	arh	CC BY-NC-ND 3.0	707267	Tatoeba spa:346422 eng:53513	Source: Tatoeba.org sentence IDs 346422/53513.	spanish_core a1_2_core_sentences full_sentence_listening dictation
