SourceID	Level	Phrase	Front	Meaning	Examples	Tags
en_phrase_339_to_put_your_foot_down	6	to put your foot down	The director put her foot down and refused another deadline change.	Insist firmly that something must or must not happen.	Parents sometimes need to put their foot down about screen time. | The editor put his foot down over factual errors. | She put her foot down when the vendor asked for a third extension.	level_6;native;c2;phrase
en_phrase_340_to_read_the_room	6	to read the room	Read the room before making jokes in a tense meeting.	Notice the mood and react appropriately.	He failed to read the room and pitched a celebration after layoffs. | A good speaker reads the room and adjusts pace. | She read the room and kept her comments brief.	level_6;native;c2;phrase
en_phrase_341_to_run_counter_to	6	to run counter to	The proposal runs counter to our accessibility principles.	Conflict with or go against something.	The decision ran counter to the evidence in the report. | His advice runs counter to standard security practice. | That tone runs counter to the brand voice.	level_6;native;c2;phrase
en_phrase_342_to_set_the_record_straight	6	to set the record straight	The CEO released a statement to set the record straight.	Correct false or misleading information publicly.	She set the record straight about who approved the budget. | The report sets the record straight on the timeline. | He wanted to set the record straight before rumors spread.	level_6;native;c2;phrase
en_phrase_343_to_skim_the_surface	6	to skim the surface	The article only skims the surface of the housing crisis.	Discuss something very briefly without depth.	The workshop skimmed the surface of machine learning ethics. | We only skimmed the surface in the first meeting. | His answer skimmed the surface and ignored implementation risk.	level_6;native;c2;phrase
en_phrase_344_to_speak_volumes	6	to speak volumes	His silence spoke volumes during the salary discussion.	Reveal a lot without explicit words.	The cancellation spoke volumes about internal confidence. | Her detailed questions spoke volumes about preparation. | The lack of documentation speaks volumes about the project culture.	level_6;native;c2;phrase
en_phrase_345_to_stand_to_reason	6	to stand to reason	It stands to reason that fewer handoffs reduce mistakes.	Be logical or expected from the facts.	It stands to reason that clearer instructions reduce support tickets. | If prices rise sharply, it stands to reason that demand may fall. | It stands to reason that faster feedback improves writing.	level_6;native;c2;phrase
en_phrase_346_to_strike_a_balance	6	to strike a balance	The policy tries to strike a balance between speed and safety.	Find a fair middle point between competing needs.	We need to strike a balance between automation and human review. | She struck a balance between confidence and caution. | The school is trying to strike a balance on phone use.	level_6;native;c2;phrase
en_phrase_347_to_take_a_back_seat	6	to take a back seat	Design polish took a back seat while we fixed data loss.	Become less important than something else.	Marketing took a back seat during the compliance review. | His personal preferences took a back seat to user safety. | New features took a back seat until reliability improved.	level_6;native;c2;phrase
en_phrase_348_to_take_issue_with	6	to take issue with	I take issue with the assumption that users read every warning.	Disagree with something and consider it problematic.	She took issue with the report's conclusion, not the data. | Several reviewers took issue with the vague success metric. | I take issue with calling this a minor bug.	level_6;native;c2;phrase
en_phrase_349_to_take_the_edge_off	6	to take the edge off	A short walk took the edge off his anxiety before the call.	Make something unpleasant feel less intense.	The quiet room took the edge off the long journey. | A small discount took the edge off the price increase. | The warm-up questions took the edge off the interview.	level_6;native;c2;phrase
en_phrase_350_to_toe_the_line	6	to toe the line	New employees felt pressure to toe the line on public messaging.	Follow rules or expectations closely, often reluctantly.	The spokesperson toed the line during the hostile interview. | He refused to toe the line when the numbers looked misleading. | The memo reminded managers to toe the line on compliance language.	level_6;native;c2;phrase
en_phrase_351_to_turn_a_blind_eye	6	to turn a blind eye	The supervisor turned a blind eye to repeated time-sheet errors.	Deliberately ignore something wrong.	The school cannot turn a blind eye to bullying. | Regulators accused the firm of turning a blind eye to risk. | Do not turn a blind eye when the process is being bypassed.	level_6;native;c2;phrase
en_phrase_352_to_walk_a_fine_line	6	to walk a fine line	The spokesperson walked a fine line between honesty and panic.	Manage a delicate balance where mistakes have consequences.	The article walks a fine line between criticism and speculation. | Teachers walk a fine line between support and pressure. | The negotiator walked a fine line during the final call.	level_6;native;c2;phrase
en_phrase_353_to_weather_the_storm	6	to weather the storm	The company weathered the storm by cutting nonessential costs.	Survive a difficult period.	The team weathered the storm after the public outage. | She weathered the storm of criticism and kept improving. | Small suppliers may struggle to weather the storm if demand drops.	level_6;native;c2;phrase
en_phrase_354_to_weigh_your_words	6	to weigh your words	Weigh your words carefully before replying to that accusation.	Choose language carefully because the situation is sensitive.	The diplomat weighed her words during the press conference. | He weighed his words before giving negative feedback. | In legal emails, weigh your words and avoid exaggeration.	level_6;native;c2;phrase
en_phrase_355_when_push_comes_to_shove	6	when push comes to shove	When push comes to shove, customers care more about reliability than design.	When the situation becomes serious and a choice must be made.	When push comes to shove, the team will prioritize safety. | The policy sounds flexible, but when push comes to shove, budget wins. | When push comes to shove, she always protects her staff.	level_6;native;c2;phrase
en_phrase_356_without_so_much_as	6	without so much as	He changed the deadline without so much as warning the team.	Without even doing a small expected action.	The vendor cancelled without so much as an apology. | She left the meeting without so much as a goodbye. | They altered the contract without so much as asking legal.	level_6;native;c2;phrase
en_phrase_357_for_what_it_s_worth	6	for what it's worth	For what it's worth, the quietest users often give the clearest feedback.	Used before offering an opinion that may or may not be useful.	For what it's worth, I think the simpler design will age better. | The numbers are early, but for what it's worth, retention is improving. | For what it's worth, she warned us about this risk last month.	level_6;native;c2;phrase
en_phrase_358_as_luck_would_have_it	6	as luck would have it	As luck would have it, the backup server failed during the demo.	By chance, often in a surprising way.	As luck would have it, we found the missing receipt in an old email. | As luck would have it, the expert was already in the building. | The train was delayed, but as luck would have it, the meeting started late too.	level_6;native;c2;phrase
en_phrase_359_not_least_because	6	not least because	The proposal is risky, not least because the timeline depends on one vendor.	Especially because; used to highlight an important reason.	The change matters, not least because customers already complained. | She was promoted, not least because she handled the crisis calmly. | The policy failed, not least because nobody explained it clearly.	level_6;native;c2;phrase
en_phrase_360_be_that_as_it_may	6	be that as it may	Be that as it may, we still need written approval before launch.	Even if that is true, the main point remains different.	The tool is popular; be that as it may, it fails our security review. | He may be experienced; be that as it may, the rule applies to everyone. | The price is attractive; be that as it may, support is limited.	level_6;native;c2;phrase
